yahoo,yahooSplit_Business and Finance_shuffled,0,1,is [[it_1]] wrong for a christian to eat at a resturant that has a bar ? >>>>> i hope note,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,write anote on consumer day ? >>>>> go for [[it_1]],3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,how do you drive a 10 wheeler ? is [[it_1]] like driving a 5 speed ? >>>>> How does a centipede walk ?,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,is [[it_1]] expensive for a student to live in Honolulu ? >>>>> Yup .,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,"do the infants dream when they are sleeping ? >>>>> Yes , scientists proved [[it_1]] a while ago with brain scans .",3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,"How do u say : Let me see in German ? >>>>> or informally , [[it_1]] is Lass mich sehen .",3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,Please help answer this question ? http://answers. yahoo . com / question / index ; _ylt = AjQRIYIfcPsSWmPcXkXTwV3sy6IX?qid = 1006032409803 >>>>> what is [[it_1]],2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,2,"is [[it_1]] possible to tear a phonebook in half ? >>>>> Yes , but [[it_2]] requires a special technique . . .",1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,2,"what time is [[it_1]] now in delaware us ? >>>>> [[It_2]] would be approximately 9:00 am , at this minute .",1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,0,1,"Where does the term resume come from ? >>>>> French , [[it_1]] means summary .",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,2,"ok i am new at this were dose your question go after [[it_1]] leaves the screen ? >>>>> Towards the top of the screen , left of center you 'll see "" My QandA "" Click [[it_2]]",2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,evryone tell me your favourite time pass ans me and get . . . ? what is your favourite time pass tell me if [[it_1]] matches wid me u get 10 pts,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,2,"why do cows moo ? jersey , hereford , holstein - they all do [[it_1]] >>>>> Why do cats meow , or dogs bark ? They all do [[it_2]] .",3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,"Who owns the Most Expensive House of the World ? >>>>> [[It_1]] belongs to a Saudi Arabian Prince , friend to Michael Jackson currently . . . go figure .",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,"What does this mean ? ممكن اتعرف على شاب يكون محترم ومن مصر نتكلم مع بعض >>>>> [[it_1]] means "" I want to introduce myself to a young man from egypt and talk to him / her """,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,how is the value of rupee decided ? >>>>> [[it_1]] is decided by the one n only * Shri Laloo Prasad Yadav * . . . . laterz bhaiya !!!,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,who made unc 4000 12 volt power supply ? >>>>> I have searched high and low for UNC4000 but got nothing . Are you sure you spelled [[it_1]] correctly ?,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,2,"why wo nt my voice work in chat ? my voice wo nt work . why ? >>>>> Maybe you have laryngitis . If you have laryngitis , your voice will not work . Give [[it_1]] a few days and [[it_2]] should get better .",2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,"do you still work even if you really do n't need to ? >>>>> sure , [[it_1]] gets boring doing nothing all day .",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yahoo,yahooSplit_Business and Finance_shuffled,1,1,how do I get a temporary no parking sign to hold space on the street for a moving truck in los angeles ? >>>>> You would have to ask the police . Doing [[it_1]] by yourself would be illegal .,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
